Date,RealPrice,HousingStarts,MedianHouseholdIncome,MortgageRate,Population,UnemploymentRate
2/1/2025,132351.52,1490,83730.0,6.842,341378,4.2
3/1/2025,132307.64,1355,83730.0,6.65,341496,4.2
4/1/2025,129908.65,1398,83730.0,6.725,341632,4.2
5/1/2025,129779.8,1282,83730.0,6.816,341784,4.3
6/1/2025,129450.74,1382,83730.0,6.818,341945,4.1
7/1/2025,127293.44,1420,83730.0,6.72,342076,4.3
8/1/2025,126851.66,1291,83730.0,6.588,342178,4.3
9/1/2025,126478.43,1328,83730.0,6.352,342277,4.4
10/1/2025,124998.07,1272,83730.0,6.254,342366,4.4
11/1/2025,124683.52,1324,83730.0,6.238,342439,4.5
12/1/2025,124313.33,1387,83730.0,6.238,342495,4.4
