Date,CPI,HomePrice,HousingStarts,MedianHouseholdIncome,MortgageRate,Population,UnemploymentRate
6/1/2021,270.654,367800.0,1650,70780.0,2.975,332300,5.9
7/1/2021,271.903,395200.0,1597,70780.0,2.868,332454,5.4
8/1/2021,272.676,395200.0,1594,70780.0,2.843,332641,5.1
9/1/2021,273.91,395200.0,1577,70780.0,2.9,332801,4.7
10/1/2021,276.55,414000.0,1579,70780.0,3.068,332955,4.5
11/1/2021,278.919,414000.0,1705,70780.0,3.068,333109,4.1
12/1/2021,280.845,414000.0,1722,70780.0,3.098,333251,3.9
1/1/2022,282.543,413500.0,1702,74580.0,3.445,333349,4.0
2/1/2022,284.5,413500.0,1735,74580.0,3.762,333444,3.9
3/1/2022,287.674,413500.0,1712,74580.0,4.172,333595,3.7
4/1/2022,288.561,437700.0,1820,74580.0,4.982,333776,3.7
5/1/2022,291.298,437700.0,1531,74580.0,5.23,333958,3.6
6/1/2022,294.957,437700.0,1551,74580.0,5.522,334147,3.6
7/1/2022,294.913,438000.0,1381,74580.0,5.412,334370,3.5
8/1/2022,295.097,438000.0,1531,74580.0,5.222,334628,3.6
9/1/2022,296.349,438000.0,1488,74580.0,6.112,334885,3.5
10/1/2022,298.007,442600.0,1435,74580.0,6.9,335125,3.6
11/1/2022,298.786,442600.0,1424,74580.0,6.805,335354,3.6
12/1/2022,298.832,442600.0,1308,74580.0,6.364,335569,3.5
1/1/2023,300.42,429000.0,1361,80610.0,6.272,335770,3.5
2/1/2023,301.45,429000.0,1399,80610.0,6.258,335975,3.6
3/1/2023,301.821,429000.0,1377,80610.0,6.544,336189,3.5
4/1/2023,302.845,418500.0,1354,80610.0,6.342,336406,3.4
5/1/2023,303.334,418500.0,1584,80610.0,6.425,336632,3.6
6/1/2023,304.014,418500.0,1421,80610.0,6.714,336875,3.6
7/1/2023,304.609,435400.0,1460,80610.0,6.84,337147,3.5
8/1/2023,306.082,435400.0,1317,80610.0,7.072,337443,3.7
9/1/2023,307.276,435400.0,1371,80610.0,7.2,337738,3.7
10/1/2023,307.696,423200.0,1368,80610.0,7.62,338021,3.9
11/1/2023,308.148,423200.0,1514,80610.0,7.442,338295,3.7
12/1/2023,308.741,423200.0,1521,80610.0,6.815,338550,3.8
1/1/2024,309.698,426800.0,1381,83730.0,6.642,338787,3.7
2/1/2024,310.967,426800.0,1552,83730.0,6.776,339029,3.9
3/1/2024,312.345,426800.0,1312,83730.0,6.82,339288,3.9
4/1/2024,313.023,414500.0,1385,83730.0,6.992,339554,3.9
5/1/2024,313.175,414500.0,1316,83730.0,7.06,339828,3.9
6/1/2024,313.044,414500.0,1327,83730.0,6.918,340108,4.1
7/1/2024,313.569,415300.0,1265,83730.0,6.848,340335,4.2
8/1/2024,314.062,415300.0,1391,83730.0,6.5,340512,4.2
9/1/2024,314.732,415300.0,1357,83730.0,6.18,340688,4.1
10/1/2024,315.631,419300.0,1352,83730.0,6.428,340855,4.1
11/1/2024,316.528,419300.0,1295,83730.0,6.805,341011,4.2
12/1/2024,317.604,419300.0,1514,83730.0,6.715,341149,4.1
1/1/2025,318.961,423100.0,1358,83730.0,6.958,341268,4.0
2/1/2025,319.679,423100.0,1490,83730.0,6.842,341378,4.2
3/1/2025,319.785,423100.0,1355,83730.0,6.65,341496,4.2
4/1/2025,320.302,416100.0,1398,83730.0,6.725,341632,4.2
5/1/2025,320.62,416100.0,1282,83730.0,6.816,341784,4.3
6/1/2025,321.435,416100.0,1382,83730.0,6.818,341945,4.1
7/1/2025,322.169,410100.0,1420,83730.0,6.72,342076,4.3
8/1/2025,323.291,410100.0,1291,83730.0,6.588,342178,4.3
9/1/2025,324.245,410100.0,1328,83730.0,6.352,342277,4.4
10/1/2025,324.245,405300.0,1272,83730.0,6.254,342366,4.4
11/1/2025,325.063,405300.0,1324,83730.0,6.238,342439,4.5
12/1/2025,326.031,405300.0,1387,83730.0,6.238,342495,4.4
